scenario,scenario_name,scenario_path,seed,ignition_pos,total_decision_steps,total_minutes,mission_hours,burnt_area_m2,fire_cost_eur,casualties,emissions_tonnes,moe_cumulative_reward,propagation_factor,episode_reward_sum,wall_seconds,run,policy_type,policy_name,policy_source
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,588514432,"(71741.16707794368, 69953.04956911271)",7,70.0,1.1666666666666667,305175.0,42789.6,152.0,76.41,0.9988881133881885,0.0,-0.000778329476469164,15.215012531727552,122,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1974475030,"(70896.71769661084, 70371.1333283307)",8,80.0,1.3333333333333333,273750.0,39874.8,142.0,71.2,0.9989928322364098,0.0,-0.0005803592171871319,16.57889789994806,123,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,15229585,"(71632.59501463175, 70771.03953279974)",53,530.0,8.833333333333334,3828300.0,502569.2,1794.0,897.45,0.9862622213714126,0.0,-0.01283607257034447,126.21569855604321,124,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1800089671,"(71867.83448514529, 72164.65206352808)",18,180.0,3.0,1202225.0,202890.0,555.0,2557.02,0.9913582142892781,0.0,-0.007607256982275379,36.11452480312437,125,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1386675063,"(70920.84482179396, 70443.84354732512)",9,90.0,1.5,469300.0,64288.0,229.0,114.8,0.9982992423886885,0.0,-0.0011250719792937902,19.571413568686694,126,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,544083117,"(71524.02295131609, 72188.88880319288)",2,20.0,0.3333333333333333,3625.0,1458.8,5.0,2.6,0.999980905024372,0.0,8.271985028063256e-07,6.887673835270107,127,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1545993628,"(71548.15007649921, 69971.2271238612)",10,100.0,1.6666666666666667,525925.0,72643.2,259.0,129.72,0.9980900210423489,0.0,-0.001330935567141034,20.38622780703008,128,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,886956485,"(71270.68813691847, 71334.54373000842)",13,130.0,2.1666666666666665,870425.0,114830.8,410.0,205.06,0.9968728167786299,0.0,-0.002709420920739447,27.150300431996584,129,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1794371228,"(70577.03328796476, 71831.39689313807)",10,100.0,1.6666666666666667,467475.0,466559158.4,4876.0,2904.64,0.9885064727587958,0.0,-0.010397708695992214,18.917663030792028,130,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,2143709453,"(70577.03328796476, 71152.76818252262)",5,50.0,0.8333333333333334,260200.0,28535231.05,410.0,260.99,0.9984079241453672,0.0,-0.0011393434110803513,12.321080108173192,131,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
